id,Date,Product,Category,Region,Units_Sold,Revenue,Cost,Logistics_Cost,Overhead_Cost,Total_Cost,Net_Profit,Loss,Profit_Status,Loss_Percentage,Loss_Reason,Customer_Age,Gender,Season,Festival,Trend
9400,2025-02-08,Watch,Gift,West,163,314753,359609,16973,10088,386670,0,71917,Loss,18.6,Off Season,25,Female,Monsoon,None,Low Demand
9401,2025-07-14,Shoes,Electronics,West,133,421211,452819,8122,11033,471974,0,50763,Loss,10.76,High Logistics,48,Male,Spring,Holi,High Demand
9402,2025-06-03,Gift Hampers,Accessories,North,169,700167,698283,5599,10318,714200,0,14033,Loss,1.96,High Cost,42,Male,Summer,Valentine,Trending
9403,2025-02-15,Backpack,Electronics,North,80,298400,276989,9043,5040,291072,7328,0,Profit,0,None,36,Female,Monsoon,None,Low Demand
9404,2025-02-03,Mobile,Electronics,East,123,150798,101442,14680,11650,127772,23026,0,Profit,0,None,21,Male,Monsoon,None,Low Demand
9405,2025-03-08,Sweets,Fashion,West,27,108270,96737,13680,6931,117348,0,9078,Loss,7.74,Off Season,41,Female,Spring,Ugadi,Low Demand
9406,2025-06-16,T-Shirt,Fashion,West,162,807732,777642,19757,9466,806865,867,0,Profit,0,None,23,Male,Winter,Holi,Seasonal Spike
9407,2025-06-11,Gift Hampers,Fashion,South,96,136608,171360,16391,6990,194741,0,58133,Loss,29.85,Off Season,36,Female,Spring,Holi,Seasonal Spike
9408,2025-03-02,Smartphone,Gift,North,93,262818,218683,16649,12076,247408,15410,0,Profit,0,None,27,Female,Monsoon,Holi,Stable
9409,2025-07-20,Umbrella,Food,West,21,93135,113584,14171,14179,141934,0,48799,Loss,34.38,High Logistics,50,Female,Winter,Ugadi,Low Demand
9410,2025-03-29,Mobile,Fashion,East,61,286944,313258,8684,14223,336165,0,49221,Loss,14.64,High Logistics,26,Female,Spring,None,Seasonal Spike
9411,2025-03-24,Sweets,Gift,South,195,896805,922225,18004,13220,953449,0,56644,Loss,5.94,High Logistics,28,Male,Spring,Valentine,Low Demand
9412,2025-05-28,Refrigerator,Fashion,East,88,258632,220721,19210,14327,254258,4374,0,Profit,0,None,24,Male,Monsoon,Holi,Stable
9413,2025-03-31,Backpack,Food,East,99,399267,372477,10816,8049,391342,7925,0,Profit,0,None,39,Female,Summer,Valentine,Low Demand
9414,2025-06-23,TV,Fashion,South,158,369562,365737,12640,10705,389082,0,19520,Loss,5.02,High Cost,47,Female,Winter,Ugadi,Trending
9415,2025-06-18,TV,Gift,North,83,291330,271463,7718,12532,291713,0,383,Loss,0.13,High Logistics,42,Female,Monsoon,Ugadi,High Demand
9416,2025-03-01,Gift Hampers,Electronics,West,122,226798,215815,12281,14264,242360,0,15562,Loss,6.42,High Cost,46,Male,Monsoon,None,Trending
9417,2025-01-15,Shoes,Accessories,East,53,167586,130051,9232,8740,148023,19563,0,Profit,0,None,32,Female,Winter,Diwali,High Demand
9418,2025-02-13,Smartphone,Gift,East,130,227630,200190,8135,5262,213587,14043,0,Profit,0,None,45,Female,Winter,Valentine,Trending
9419,2025-04-01,Umbrella,Accessories,East,158,788578,824765,7150,6856,838771,0,50193,Loss,5.98,High Cost,31,Male,Monsoon,Valentine,Low Demand
9420,2025-05-20,Cooler,Food,West,56,173824,148610,15614,13826,178050,0,4226,Loss,2.37,Low Sales,30,Male,Winter,Holi,Stable
9421,2025-05-15,Fan,Fashion,South,81,141183,128720,6193,9038,143951,0,2768,Loss,1.92,High Cost,23,Male,Summer,Valentine,High Demand
9422,2025-02-20,Laptop,Gift,North,192,344064,369946,5050,6752,381748,0,37684,Loss,9.87,High Cost,49,Female,Spring,Diwali,Stable
9423,2025-01-16,AC,Accessories,North,94,104716,134911,15577,10641,161129,0,56413,Loss,35.01,High Logistics,18,Female,Winter,None,High Demand
9424,2025-03-25,Sweets,Fashion,West,30,128580,102024,19085,7434,128543,37,0,Profit,0,None,38,Male,Spring,Diwali,Trending
9425,2025-05-25,Cooler,Food,North,170,379780,330091,6086,8452,344629,35151,0,Profit,0,None,29,Female,Spring,Holi,Stable
9426,2025-06-16,Saree,Accessories,East,194,446394,492975,6734,6024,505733,0,59339,Loss,11.73,Off Season,24,Male,Summer,Valentine,Low Demand
9427,2025-06-12,Shoes,Food,North,124,270444,312303,10805,10137,333245,0,62801,Loss,18.85,Low Sales,37,Female,Summer,None,Low Demand
9428,2025-02-24,Cooler,Fashion,West,61,245891,229203,13418,8092,250713,0,4822,Loss,1.92,Off Season,21,Female,Spring,Holi,Trending
9429,2025-04-02,Smartphone,Gift,South,76,218956,229212,19341,11884,260437,0,41481,Loss,15.93,High Logistics,25,Male,Summer,Valentine,Seasonal Spike
9430,2025-05-16,Jeans,Electronics,South,89,241457,200309,10582,13329,224220,17237,0,Profit,0,None,41,Female,Monsoon,Holi,Stable
9431,2025-06-10,Watch,Fashion,North,53,123861,111346,17925,11067,140338,0,16477,Loss,11.74,High Logistics,26,Female,Spring,Holi,High Demand
9432,2025-07-15,Mobile,Food,North,71,74550,99697,15231,11035,125963,0,51413,Loss,40.82,High Logistics,41,Male,Monsoon,Holi,Seasonal Spike
9433,2025-01-26,AC,Food,South,200,917000,908403,11204,11087,930694,0,13694,Loss,1.47,Off Season,48,Male,Spring,None,Low Demand
9434,2025-02-07,Smartphone,Fashion,South,128,623872,616571,17782,5544,639897,0,16025,Loss,2.5,High Cost,38,Male,Summer,Valentine,Stable
9435,2025-03-13,Fan,Electronics,North,38,81130,62173,19381,8014,89568,0,8438,Loss,9.42,High Cost,48,Male,Spring,Diwali,Stable
9436,2025-06-22,Saree,Accessories,West,58,178060,147865,19181,6816,173862,4198,0,Profit,0,None,18,Female,Spring,None,Low Demand
9437,2025-01-16,TV,Electronics,East,106,313866,335362,11180,12186,358728,0,44862,Loss,12.51,Off Season,49,Male,Winter,Diwali,Stable
9438,2025-02-11,Refrigerator,Gift,East,186,672018,642529,15113,10835,668477,3541,0,Profit,0,None,33,Male,Summer,Diwali,Seasonal Spike
9439,2025-05-04,Jeans,Accessories,East,182,691054,695965,7352,8202,711519,0,20465,Loss,2.88,Off Season,24,Female,Spring,Holi,Trending
9440,2025-06-22,Jeans,Food,North,105,410340,365835,9292,9611,384738,25602,0,Profit,0,None,26,Male,Winter,Valentine,Trending
9441,2025-01-16,AC,Fashion,North,41,108363,95075,19989,6342,121406,0,13043,Loss,10.74,Off Season,39,Female,Winter,Holi,High Demand
9442,2025-07-12,Saree,Gift,North,144,317520,283699,12632,9395,305726,11794,0,Profit,0,None,23,Male,Monsoon,Diwali,Seasonal Spike
9443,2025-06-18,Sweets,Food,East,143,148720,148196,7429,8370,163995,0,15275,Loss,9.31,Off Season,26,Male,Monsoon,Diwali,Low Demand
9444,2025-05-07,Umbrella,Food,South,63,289044,335975,6140,9944,352059,0,63015,Loss,17.9,Low Sales,29,Female,Summer,Holi,High Demand
9445,2025-03-18,Smartphone,Food,North,83,165585,211934,17185,13861,242980,0,77395,Loss,31.85,High Logistics,42,Female,Spring,Holi,Seasonal Spike
9446,2025-03-23,Gift Hampers,Gift,East,87,380103,406497,16439,10031,432967,0,52864,Loss,12.21,Off Season,37,Male,Winter,Holi,Seasonal Spike
9447,2025-07-15,Umbrella,Electronics,South,75,200475,208890,5920,6069,220879,0,20404,Loss,9.24,High Cost,31,Female,Monsoon,None,High Demand
9448,2025-04-22,Cooler,Food,South,53,105682,146906,8328,7407,162641,0,56959,Loss,35.02,Off Season,27,Male,Summer,Ugadi,Trending
9449,2025-01-02,Sweets,Food,South,105,291270,241767,18237,10361,270365,20905,0,Profit,0,None,37,Male,Winter,None,Seasonal Spike
9450,2025-04-15,Sweets,Food,South,192,403008,395347,19915,7977,423239,0,20231,Loss,4.78,Low Sales,30,Male,Winter,Holi,Low Demand
9451,2025-02-26,T-Shirt,Accessories,North,62,201624,167043,16731,11704,195478,6146,0,Profit,0,None,26,Male,Summer,Ugadi,High Demand
9452,2025-03-22,TV,Gift,West,52,63752,72729,19944,12565,105238,0,41486,Loss,39.42,Off Season,39,Female,Monsoon,Ugadi,Seasonal Spike
9453,2025-02-25,Headphones,Gift,East,31,57877,102284,18077,12600,132961,0,75084,Loss,56.47,Low Sales,31,Female,Monsoon,Valentine,Seasonal Spike
9454,2025-03-05,AC,Fashion,West,66,143880,159160,14780,10087,184027,0,40147,Loss,21.82,Off Season,23,Female,Winter,Valentine,Low Demand
9455,2025-05-10,Watch,Food,West,66,300168,309112,10433,11692,331237,0,31069,Loss,9.38,High Cost,39,Female,Summer,None,Stable
9456,2025-04-01,Smartphone,Fashion,South,117,583362,608551,13992,12385,634928,0,51566,Loss,8.12,Off Season,44,Male,Spring,Ugadi,Stable
9457,2025-05-16,Umbrella,Accessories,West,99,468963,470661,6377,7355,484393,0,15430,Loss,3.19,Off Season,38,Female,Spring,Ugadi,Seasonal Spike
9458,2025-04-19,AC,Accessories,South,140,336140,308152,12963,10330,331445,4695,0,Profit,0,None,22,Male,Monsoon,Ugadi,Stable
9459,2025-04-24,Gift Hampers,Accessories,North,120,216240,248101,17267,13691,279059,0,62819,Loss,22.51,High Cost,50,Female,Spring,Valentine,Trending
9460,2025-01-11,Refrigerator,Fashion,West,177,729948,758551,10990,13101,782642,0,52694,Loss,6.73,Low Sales,37,Male,Monsoon,None,Seasonal Spike
9461,2025-01-17,Laptop,Accessories,West,32,119296,118543,5281,8413,132237,0,12941,Loss,9.79,High Cost,32,Female,Winter,Holi,High Demand
9462,2025-05-21,Mobile,Electronics,North,163,363653,319729,15379,10897,346005,17648,0,Profit,0,None,30,Male,Spring,Ugadi,Low Demand
9463,2025-05-15,Raincoat,Food,South,133,331303,380526,9745,14923,405194,0,73891,Loss,18.24,High Cost,42,Female,Spring,Diwali,High Demand
9464,2025-05-04,Mobile,Food,South,152,525920,564641,13325,14034,592000,0,66080,Loss,11.16,Off Season,40,Female,Monsoon,None,Low Demand
9465,2025-07-08,Saree,Accessories,East,57,148713,170163,9133,10326,189622,0,40909,Loss,21.57,High Logistics,40,Male,Spring,Diwali,High Demand
9466,2025-06-08,Headphones,Gift,West,72,235656,242058,14386,5678,262122,0,26466,Loss,10.1,Off Season,31,Male,Winter,Diwali,Trending
9467,2025-01-15,Backpack,Electronics,North,50,220200,206428,11904,14169,232501,0,12301,Loss,5.29,High Logistics,38,Female,Summer,None,High Demand
9468,2025-06-13,Umbrella,Food,North,100,105500,86664,15153,11854,113671,0,8171,Loss,7.19,Low Sales,39,Female,Winter,None,Seasonal Spike
9469,2025-05-14,Laptop,Food,East,49,88298,43120,14708,7093,64921,23377,0,Profit,0,None,19,Female,Winter,Ugadi,Low Demand
9470,2025-02-28,Jeans,Gift,North,133,419615,370130,9574,7907,387611,32004,0,Profit,0,None,29,Male,Summer,Ugadi,Stable
9471,2025-01-26,Sweets,Accessories,South,130,130780,126221,7582,11474,145277,0,14497,Loss,9.98,High Logistics,34,Female,Spring,None,High Demand
9472,2025-04-02,Smartphone,Food,East,96,472992,514991,15485,10094,540570,0,67578,Loss,12.5,Off Season,30,Male,Summer,Valentine,Low Demand
9473,2025-06-05,T-Shirt,Electronics,South,195,772395,806508,10438,10013,826959,0,54564,Loss,6.6,Low Sales,38,Female,Monsoon,Holi,Trending
9474,2025-06-29,Fan,Gift,West,154,364364,371086,15245,10275,396606,0,32242,Loss,8.13,High Cost,29,Female,Spring,None,Stable
9475,2025-07-10,Sweets,Electronics,West,188,426008,424401,6229,12943,443573,0,17565,Loss,3.96,Off Season,47,Male,Monsoon,Diwali,Trending
9476,2025-03-01,Headphones,Accessories,South,195,382980,358486,18613,6445,383544,0,564,Loss,0.15,Off Season,39,Female,Winter,Ugadi,Trending
9477,2025-06-11,TV,Fashion,North,117,206973,162574,7156,12621,182351,24622,0,Profit,0,None,19,Male,Winter,None,Low Demand
9478,2025-02-10,AC,Electronics,West,143,624910,620586,19929,8435,648950,0,24040,Loss,3.7,Low Sales,48,Female,Spring,None,High Demand
9479,2025-06-25,Laptop,Accessories,East,45,167175,140730,17420,14427,172577,0,5402,Loss,3.13,Off Season,46,Female,Spring,Valentine,Stable
9480,2025-01-07,Smartphone,Accessories,South,180,351000,398180,17986,7799,423965,0,72965,Loss,17.21,High Cost,40,Male,Summer,Ugadi,High Demand
9481,2025-06-10,AC,Gift,North,70,256900,227254,9516,6722,243492,13408,0,Profit,0,None,34,Female,Monsoon,Holi,Stable
9482,2025-06-12,Raincoat,Gift,West,155,722145,718987,17223,8518,744728,0,22583,Loss,3.03,High Logistics,22,Female,Winter,Valentine,Low Demand
9483,2025-05-16,Watch,Accessories,South,167,533398,550622,16460,13106,580188,0,46790,Loss,8.06,High Logistics,37,Female,Winter,Valentine,Trending
9484,2025-01-12,Refrigerator,Food,West,45,147780,188189,7343,8493,204025,0,56245,Loss,27.57,Off Season,21,Male,Monsoon,Holi,High Demand
9485,2025-05-12,Raincoat,Food,South,164,649440,681206,18947,10016,710169,0,60729,Loss,8.55,High Cost,34,Female,Spring,Diwali,High Demand
9486,2025-04-12,Umbrella,Food,West,40,139560,115389,9468,10368,135225,4335,0,Profit,0,None,37,Male,Spring,Valentine,Seasonal Spike
9487,2025-07-08,Saree,Fashion,South,120,376800,402715,9071,8121,419907,0,43107,Loss,10.27,Off Season,25,Female,Winter,Diwali,High Demand
9488,2025-04-03,Headphones,Fashion,East,137,684863,686128,9647,5627,701402,0,16539,Loss,2.36,High Cost,26,Male,Summer,Diwali,Low Demand
9489,2025-03-02,Headphones,Food,North,176,548064,502591,17612,10384,530587,17477,0,Profit,0,None,44,Male,Winter,Valentine,Seasonal Spike
9490,2025-03-03,AC,Accessories,West,194,542036,533305,12592,7200,553097,0,11061,Loss,2.0,Low Sales,44,Male,Summer,Valentine,Low Demand
9491,2025-06-01,Headphones,Fashion,South,145,200100,162778,14858,14235,191871,8229,0,Profit,0,None,39,Female,Monsoon,Valentine,Stable
9492,2025-05-09,Gift Hampers,Gift,West,197,751161,781687,18267,11265,811219,0,60058,Loss,7.4,Low Sales,34,Female,Monsoon,Holi,Low Demand
9493,2025-07-13,Gift Hampers,Fashion,West,158,568168,563825,6505,5045,575375,0,7207,Loss,1.25,High Logistics,32,Female,Winter,Valentine,Trending
9494,2025-07-07,AC,Accessories,North,91,123396,133102,12962,7228,153292,0,29896,Loss,19.5,Off Season,37,Female,Spring,Ugadi,Stable
9495,2025-01-05,Shoes,Electronics,East,75,304425,346280,16084,6140,368504,0,64079,Loss,17.39,Low Sales,35,Female,Monsoon,Ugadi,Seasonal Spike
9496,2025-04-20,Watch,Fashion,East,155,729740,701018,10514,7277,718809,10931,0,Profit,0,None,26,Female,Spring,Valentine,Low Demand
9497,2025-01-05,Sweets,Electronics,East,163,678406,713077,19090,13010,745177,0,66771,Loss,8.96,High Logistics,43,Female,Monsoon,None,Stable
9498,2025-03-19,Smartphone,Fashion,South,176,367840,390815,11452,7477,409744,0,41904,Loss,10.23,High Cost,46,Male,Monsoon,Holi,Stable
9499,2025-01-29,Cooler,Accessories,North,106,354040,379171,15212,6704,401087,0,47047,Loss,11.73,High Cost,43,Male,Monsoon,None,High Demand
9500,2025-06-07,AC,Gift,North,126,209916,259251,19598,8547,287396,0,77480,Loss,26.96,Off Season,50,Male,Summer,Valentine,Stable
9501,2025-07-02,Gift Hampers,Accessories,West,175,753550,764837,5351,11236,781424,0,27874,Loss,3.57,Low Sales,47,Female,Summer,Valentine,High Demand
9502,2025-03-06,Backpack,Food,North,76,133760,153808,10044,10742,174594,0,40834,Loss,23.39,Low Sales,23,Female,Summer,Diwali,High Demand
9503,2025-07-01,T-Shirt,Electronics,North,153,384489,390120,13221,5674,409015,0,24526,Loss,6.0,High Logistics,37,Male,Summer,Ugadi,Stable
9504,2025-01-16,TV,Electronics,North,105,214410,231050,9722,5715,246487,0,32077,Loss,13.01,Off Season,37,Male,Monsoon,Valentine,High Demand
9505,2025-06-16,TV,Electronics,South,27,102546,105415,5237,14974,125626,0,23080,Loss,18.37,High Logistics,41,Female,Spring,Diwali,Low Demand
9506,2025-03-27,Shoes,Fashion,South,126,431676,421468,10180,13532,445180,0,13504,Loss,3.03,Low Sales,24,Female,Winter,None,Seasonal Spike
9507,2025-07-20,Backpack,Accessories,South,199,857690,902492,9730,14661,926883,0,69193,Loss,7.47,High Cost,48,Male,Winter,Valentine,High Demand
9508,2025-03-26,Gift Hampers,Accessories,West,133,244720,209067,16059,8048,233174,11546,0,Profit,0,None,21,Female,Summer,None,High Demand
9509,2025-04-07,Shoes,Accessories,West,91,231049,229901,17646,8087,255634,0,24585,Loss,9.62,Low Sales,20,Male,Monsoon,Holi,Low Demand
9510,2025-01-19,Laptop,Food,North,194,373256,416160,8424,11321,435905,0,62649,Loss,14.37,High Cost,29,Male,Monsoon,Diwali,Stable
9511,2025-03-15,Laptop,Gift,North,90,168660,211851,13363,11508,236722,0,68062,Loss,28.75,High Cost,21,Male,Spring,Holi,High Demand
9512,2025-05-18,Smartphone,Food,East,81,368631,351289,5075,10900,367264,1367,0,Profit,0,None,34,Female,Summer,Diwali,High Demand
9513,2025-07-17,Umbrella,Electronics,East,44,216920,203874,13141,6335,223350,0,6430,Loss,2.88,Off Season,42,Female,Summer,Valentine,High Demand
9514,2025-02-25,TV,Fashion,North,110,136620,178872,9167,9439,197478,0,60858,Loss,30.82,High Cost,49,Male,Monsoon,Holi,Stable
9515,2025-02-28,Gift Hampers,Accessories,West,101,371276,333882,14045,14245,362172,9104,0,Profit,0,None,18,Male,Spring,None,Trending
9516,2025-01-30,Raincoat,Gift,East,149,547724,515809,19773,10910,546492,1232,0,Profit,0,None,39,Female,Monsoon,None,Trending
9517,2025-05-31,Refrigerator,Food,North,22,64306,55507,7948,7884,71339,0,7033,Loss,9.86,High Cost,38,Female,Winter,Diwali,Seasonal Spike
9518,2025-04-14,Mobile,Electronics,South,22,50710,16521,17653,10797,44971,5739,0,Profit,0,None,46,Female,Winter,Diwali,Stable
9519,2025-04-27,Mobile,Accessories,South,57,174021,210300,13351,10739,234390,0,60369,Loss,25.76,Low Sales,39,Male,Spring,Holi,Trending
9520,2025-01-03,Saree,Fashion,East,81,400869,449762,19173,14160,483095,0,82226,Loss,17.02,Low Sales,39,Female,Monsoon,Ugadi,Low Demand
9521,2025-01-11,Smartphone,Accessories,West,43,211689,180699,16034,8073,204806,6883,0,Profit,0,None,25,Female,Summer,Valentine,Trending
9522,2025-01-22,Mobile,Electronics,East,68,145044,117636,7184,13438,138258,6786,0,Profit,0,None,30,Male,Summer,Ugadi,High Demand
9523,2025-02-16,Mobile,Fashion,East,182,388570,413642,6033,12914,432589,0,44019,Loss,10.18,Off Season,44,Male,Monsoon,None,Stable
9524,2025-05-31,Shoes,Electronics,East,56,67368,91277,15988,14115,121380,0,54012,Loss,44.5,High Cost,45,Male,Summer,Ugadi,Seasonal Spike
9525,2025-06-18,Headphones,Fashion,South,139,510408,492010,8866,6571,507447,2961,0,Profit,0,None,31,Female,Monsoon,Valentine,Trending
9526,2025-03-31,Fan,Electronics,East,183,306708,290996,13168,8054,312218,0,5510,Loss,1.76,Off Season,34,Female,Winter,Valentine,Stable
9527,2025-06-05,Fan,Electronics,North,184,280600,279965,13689,6746,300400,0,19800,Loss,6.59,Off Season,41,Male,Winter,None,Stable
9528,2025-04-26,Gift Hampers,Fashion,East,157,580429,567320,17494,14243,599057,0,18628,Loss,3.11,High Logistics,24,Male,Summer,Diwali,Seasonal Spike
9529,2025-01-30,Umbrella,Fashion,East,35,160755,128799,19442,8250,156491,4264,0,Profit,0,None,36,Male,Winter,Diwali,High Demand
9530,2025-02-05,Laptop,Fashion,North,48,94704,50636,8972,10537,70145,24559,0,Profit,0,None,18,Male,Monsoon,Holi,Stable
9531,2025-02-24,Headphones,Fashion,East,58,102196,65662,11220,14126,91008,11188,0,Profit,0,None,18,Female,Monsoon,None,Trending
9532,2025-01-26,Mobile,Fashion,North,89,234960,253200,19122,10781,283103,0,48143,Loss,17.01,High Logistics,48,Male,Spring,Valentine,Trending
9533,2025-02-11,Backpack,Fashion,East,162,319140,343526,17219,10940,371685,0,52545,Loss,14.14,High Cost,41,Female,Spring,None,High Demand
9534,2025-04-27,Refrigerator,Food,East,166,553444,549370,9597,14231,573198,0,19754,Loss,3.45,High Cost,49,Female,Summer,None,Seasonal Spike
9535,2025-07-05,Laptop,Gift,North,90,354690,327026,12563,6124,345713,8977,0,Profit,0,None,23,Female,Monsoon,Ugadi,High Demand
9536,2025-06-04,Mobile,Gift,North,79,322794,298220,16534,11714,326468,0,3674,Loss,1.13,High Cost,43,Female,Spring,Valentine,High Demand
9537,2025-02-17,Laptop,Fashion,West,177,756321,769848,17283,5644,792775,0,36454,Loss,4.6,High Logistics,32,Female,Monsoon,Holi,Seasonal Spike
9538,2025-04-04,Raincoat,Electronics,West,82,160392,116630,9776,12595,139001,21391,0,Profit,0,None,25,Female,Summer,Holi,Low Demand
9539,2025-02-08,Fan,Gift,North,85,188360,201332,10422,5081,216835,0,28475,Loss,13.13,High Cost,47,Female,Summer,Diwali,Stable
9540,2025-06-26,TV,Gift,West,26,99866,66413,15132,9713,91258,8608,0,Profit,0,None,45,Female,Winter,None,High Demand
9541,2025-04-28,Backpack,Gift,South,168,548856,542712,9477,7686,559875,0,11019,Loss,1.97,High Logistics,31,Female,Summer,Holi,Trending
9542,2025-01-15,Fan,Gift,East,103,117111,86811,10084,13563,110458,6653,0,Profit,0,None,36,Female,Monsoon,Ugadi,Trending
9543,2025-03-09,TV,Accessories,East,61,111813,140005,6544,10494,157043,0,45230,Loss,28.8,Low Sales,28,Male,Spring,Valentine,Low Demand
9544,2025-06-27,Mobile,Electronics,North,94,344698,347126,11329,9769,368224,0,23526,Loss,6.39,High Logistics,38,Female,Winter,Diwali,Stable
9545,2025-04-30,Raincoat,Fashion,East,148,369556,413483,13088,6933,433504,0,63948,Loss,14.75,High Logistics,29,Female,Spring,Ugadi,Stable
9546,2025-06-08,Laptop,Accessories,West,66,120912,164490,16539,9566,190595,0,69683,Loss,36.56,High Cost,30,Female,Summer,Ugadi,Seasonal Spike
9547,2025-01-06,T-Shirt,Fashion,South,169,731939,764692,10377,7414,782483,0,50544,Loss,6.46,Off Season,19,Male,Spring,Diwali,Stable
9548,2025-04-20,Headphones,Gift,North,76,290776,334879,11482,13676,360037,0,69261,Loss,19.24,High Logistics,21,Male,Summer,Diwali,High Demand
9549,2025-06-20,TV,Fashion,North,31,85219,112780,13619,12391,138790,0,53571,Loss,38.6,High Logistics,30,Female,Spring,Diwali,Stable
9550,2025-02-22,Umbrella,Fashion,East,126,347886,324046,7747,7002,338795,9091,0,Profit,0,None,39,Female,Monsoon,Diwali,Seasonal Spike
9551,2025-04-10,Backpack,Electronics,South,174,481110,458705,17119,8888,484712,0,3602,Loss,0.74,High Logistics,37,Female,Summer,None,Trending
9552,2025-01-03,Mobile,Fashion,South,28,113260,81548,8788,7173,97509,15751,0,Profit,0,None,23,Female,Winter,Valentine,Low Demand
9553,2025-03-13,Watch,Fashion,South,116,517360,501386,10172,5767,517325,35,0,Profit,0,None,19,Female,Summer,Diwali,High Demand
9554,2025-05-28,Cooler,Electronics,North,179,225182,231712,12479,7992,252183,0,27001,Loss,10.71,High Cost,42,Female,Spring,Valentine,High Demand
9555,2025-07-01,Shoes,Food,West,33,89661,90722,18252,9368,118342,0,28681,Loss,24.24,High Cost,27,Male,Summer,Holi,Stable
9556,2025-04-29,Smartphone,Food,East,106,495444,526286,17152,11396,554834,0,59390,Loss,10.7,Off Season,29,Female,Monsoon,Ugadi,Trending
9557,2025-05-02,Cooler,Electronics,North,134,358852,389394,17770,5891,413055,0,54203,Loss,13.12,High Logistics,48,Male,Winter,None,Stable
9558,2025-01-16,Watch,Electronics,East,70,110460,80544,6594,11588,98726,11734,0,Profit,0,None,50,Male,Monsoon,Diwali,Low Demand
9559,2025-06-06,Gift Hampers,Fashion,West,68,140080,169630,6038,14822,190490,0,50410,Loss,26.46,Off Season,25,Male,Spring,None,Low Demand
9560,2025-07-03,Headphones,Food,West,196,257740,279852,17561,7970,305383,0,47643,Loss,15.6,High Logistics,37,Male,Monsoon,None,Low Demand
9561,2025-01-29,AC,Gift,South,106,414778,373192,8319,9508,391019,23759,0,Profit,0,None,42,Male,Summer,Holi,High Demand
9562,2025-02-06,Umbrella,Electronics,East,43,130462,119638,15486,13571,148695,0,18233,Loss,12.26,Off Season,31,Female,Summer,Diwali,Seasonal Spike
9563,2025-07-14,Laptop,Food,North,102,236742,220199,5539,14774,240512,0,3770,Loss,1.57,High Cost,48,Male,Monsoon,Ugadi,Trending
9564,2025-04-11,Refrigerator,Accessories,South,94,304748,296698,10491,14297,321486,0,16738,Loss,5.21,High Cost,27,Female,Monsoon,Diwali,Low Demand
9565,2025-05-30,Sweets,Accessories,East,134,445014,433690,14192,12194,460076,0,15062,Loss,3.27,High Logistics,32,Male,Summer,Ugadi,Low Demand
9566,2025-03-22,Refrigerator,Electronics,South,60,276780,302140,6925,7068,316133,0,39353,Loss,12.45,High Cost,22,Female,Winter,Diwali,Trending
9567,2025-01-10,Raincoat,Fashion,North,112,136416,108633,6724,9707,125064,11352,0,Profit,0,None,22,Female,Spring,Holi,Stable
9568,2025-07-16,Watch,Food,South,153,647496,637402,13668,13493,664563,0,17067,Loss,2.57,High Logistics,25,Female,Monsoon,None,High Demand
9569,2025-05-10,Raincoat,Fashion,West,132,224400,179131,16679,14073,209883,14517,0,Profit,0,None,26,Male,Summer,Diwali,Low Demand
9570,2025-03-26,T-Shirt,Electronics,East,29,73341,107129,8558,14512,130199,0,56858,Loss,43.67,High Cost,23,Female,Summer,Diwali,Stable
9571,2025-03-22,Shoes,Food,East,182,286468,281245,8266,14210,303721,0,17253,Loss,5.68,Low Sales,38,Female,Winter,Diwali,Trending
9572,2025-07-05,T-Shirt,Food,West,130,361790,390301,8720,12232,411253,0,49463,Loss,12.03,Off Season,43,Female,Winter,Diwali,Trending
9573,2025-05-18,Cooler,Fashion,South,145,306820,333569,11000,13302,357871,0,51051,Loss,14.27,Off Season,48,Female,Summer,None,Stable
9574,2025-03-20,Smartphone,Fashion,East,46,68908,74889,8554,13772,97215,0,28307,Loss,29.12,Low Sales,44,Female,Summer,Holi,High Demand
9575,2025-02-25,Jeans,Food,South,143,296153,261407,18422,12681,292510,3643,0,Profit,0,None,36,Male,Spring,None,Stable
9576,2025-05-06,Refrigerator,Electronics,East,132,177804,141481,10035,8193,159709,18095,0,Profit,0,None,24,Female,Monsoon,Valentine,Seasonal Spike
9577,2025-05-29,Gift Hampers,Fashion,West,91,130585,128847,9480,8337,146664,0,16079,Loss,10.96,Low Sales,22,Female,Spring,Diwali,Trending
9578,2025-02-15,Jeans,Accessories,West,144,525168,502313,15516,5482,523311,1857,0,Profit,0,None,47,Female,Winter,Diwali,High Demand
9579,2025-06-07,Refrigerator,Electronics,West,119,135779,148219,9641,6072,163932,0,28153,Loss,17.17,Low Sales,43,Female,Summer,None,High Demand
9580,2025-01-02,Raincoat,Fashion,North,112,416080,383824,18885,8228,410937,5143,0,Profit,0,None,44,Female,Winter,Diwali,Seasonal Spike
9581,2025-02-10,AC,Food,South,88,293392,257874,18686,9976,286536,6856,0,Profit,0,None,32,Male,Monsoon,Holi,Seasonal Spike
9582,2025-07-04,Cooler,Fashion,East,120,321600,360844,15390,12306,388540,0,66940,Loss,17.23,Off Season,28,Female,Spring,Diwali,Seasonal Spike
9583,2025-04-27,Backpack,Fashion,East,95,370310,399610,16223,9985,425818,0,55508,Loss,13.04,Off Season,18,Female,Spring,Ugadi,Trending
9584,2025-01-20,Saree,Electronics,North,28,29568,51391,12348,7505,71244,0,41676,Loss,58.5,Low Sales,21,Female,Monsoon,Ugadi,High Demand
